#id_node              x              y              z
311          -39.710979     -27.879004     -32.952566
312          -19.999992     -24.019243     -50.000000
313          -24.999991     -24.019243     -50.000000
314          -35.009218     -29.418787     -34.372538
315          -31.257324     -41.730685     -33.440777
316          -35.970609     -40.031565     -30.879647
317          -30.856747     -34.372484     -35.392843
318          -35.974317     -34.436329     -30.284017
319          -32.773760     -25.228689     -37.896567
320          -39.827629     -27.503360     -27.820403
321          -28.387862     -22.720619     -45.212967
322          -32.970397     -22.161406     -42.838296
323          -37.694704     -18.636030     -36.179232
324          -28.223962     -27.189503     -39.841557
325          -24.954139     -26.614224     -45.240894
326          -17.259122     -36.135955     -41.283277
327          -25.327723     -32.111938     -38.279493
328          -21.819170     -30.196264     -42.647427
329          -11.813605     -32.770621     -43.480180
330           -7.815572     -44.158875     -44.158875
331           -7.500000     -50.000000     -37.009619
332           -4.999999     -50.000000     -41.339746
333           -2.500000     -50.000000     -37.009619
334           -5.000000     -50.000000     -32.679492
335           -9.449662     -39.844152     -39.844152
336          -12.954072     -34.835973     -39.045880
337            7.500000     -50.000000     -45.669873
338            1.232772     -45.048773     -45.048773
339            5.000000     -50.000000     -41.339746
340           -0.000000     -50.000000     -41.339746
341            2.500000     -50.000000     -37.009619
342            0.000000     -32.679492     -50.000000
343          -50.000000      50.000000     -45.000000
344          -50.000000      50.000000     -40.000000
345          -46.737187      27.500000     -50.000000
346          -50.000000      27.499983     -45.669863
347          -50.000000      30.000000     -50.000000
348          -50.000000      46.339746     -46.339746
349          -46.339746      50.000000     -46.339746
350          -46.339746      46.339746     -50.000000
351          -45.000000      50.000000     -50.000000
352          -40.000000      50.000000     -50.000000
353          -42.697734      27.900548     -50.000000
354          -50.000000      22.500000     -45.669873
355          -45.030875      23.001726     -50.000000
356          -50.000000      20.000000     -50.000000
357          -40.393609      24.011110     -50.000000
358          -45.734856       2.517272     -50.000000
359          -45.534180       7.603630     -50.000000
360          -50.000000       7.500000     -45.669873
361          -50.000000       2.500000     -45.669873
362          -43.442888      -4.272902     -43.346886
363          -45.594114       0.000000     -45.594114
364          -50.000000       0.000000     -41.339746
365          -41.795838       4.971253     -50.000000
366          -41.764488       0.037773     -50.000000
367          -38.704704       2.709364     -50.000000
368          -50.000000       4.999999     -41.339746
369          -50.000000      12.499999     -45.669873
370          -45.612929      17.448490     -50.000000
371          -40.008697      19.325190     -50.000000
372          -45.669873      12.500000     -50.000000
373          -50.000000      17.500000     -45.669873
374          -50.000000      14.999950     -41.339717
375          -40.673575      10.268333     -50.000000
376          -41.890199      14.884269     -50.000000
377          -30.544595     -17.411800     -44.782816
378          -24.999779     -15.359112     -50.000000
379          -27.498771     -11.029567     -50.000000
380          -34.608952     -14.321953     -42.301227
381          -36.170540      -9.062248     -44.592047
382          -34.645540      -7.118200     -50.000000
383          -45.591347     -17.760096     -31.085950
384          -50.000000     -17.500000     -28.349365
385          -50.000000     -12.500000     -28.349365
386          -50.000000     -15.000000     -24.019238
387          -50.000000     -17.499998     -19.689112
388          -44.569627      -9.715657     -36.360584
389          -43.402912     -15.371355     -35.147653
390          -45.718074     -12.500000     -31.236116
391          -50.000000      -7.500000     -28.349365
392          -50.000000     -10.000000     -24.019238
393          -50.000000       0.000000     -32.679492
394          -45.557285      32.546010     -50.000000
395          -46.660999      37.443317     -50.000000
396          -50.000000      37.467771     -45.688481
397          -50.000000      42.306624     -45.781518
398          -45.394968      41.855605     -50.000000
399          -37.388395      -1.592401     -43.395332
400          -30.659578     -10.751262     -44.510900
401          -29.993678      -6.702380     -50.000000
402          -32.462069      -2.390502     -50.000000
403          -27.500000      -2.368603     -50.000000
404          -34.686254       2.045509     -50.000000
405          -37.178340       6.201016     -50.000000
406          -32.500000       6.291651     -50.000000
